from.id,to.id,reaction,subsystem,arrows
thr_L[e],gln_L[e],THRGLNexR,"Transport, extracellular",to;from
thr_L[e],thr_L[c],THRGLNexR,"Transport, extracellular",to;from
na1[e],na1[c],THRGLNNaEx,"Transport, extracellular",to
na1[e],gln_L[e],THRGLNNaEx,"Transport, extracellular",to
na1[e],thr_L[c],THRGLNNaEx,"Transport, extracellular",to
gln_L[c],na1[c],THRGLNNaEx,"Transport, extracellular",to
gln_L[c],gln_L[e],THRGLNNaEx,"Transport, extracellular",to
gln_L[c],thr_L[c],THRGLNNaEx,"Transport, extracellular",to
thr_L[e],na1[c],THRGLNNaEx,"Transport, extracellular",to
thr_L[e],gln_L[e],THRGLNNaEx,"Transport, extracellular",to
thr_L[e],thr_L[c],THRGLNNaEx,"Transport, extracellular",to
gly[c],gly[e],THRGLYexR,"Transport, extracellular",to;from
gly[c],thr_L[c],THRGLYexR,"Transport, extracellular",to;from
thr_L[e],gly[e],THRGLYexR,"Transport, extracellular",to;from
thr_L[e],thr_L[c],THRGLYexR,"Transport, extracellular",to;from
na1[e],na1[c],THRSERNaEx,"Transport, extracellular",to
na1[e],ser_L[e],THRSERNaEx,"Transport, extracellular",to
na1[e],thr_L[c],THRSERNaEx,"Transport, extracellular",to
ser_L[c],na1[c],THRSERNaEx,"Transport, extracellular",to
ser_L[c],ser_L[e],THRSERNaEx,"Transport, extracellular",to
ser_L[c],thr_L[c],THRSERNaEx,"Transport, extracellular",to
thr_L[e],na1[c],THRSERNaEx,"Transport, extracellular",to
thr_L[e],ser_L[e],THRSERNaEx,"Transport, extracellular",to
thr_L[e],thr_L[c],THRSERNaEx,"Transport, extracellular",to
na1[e],na1[c],THRt4,"Transport, extracellular",to
na1[e],thr_L[c],THRt4,"Transport, extracellular",to
thr_L[e],na1[c],THRt4,"Transport, extracellular",to
thr_L[e],thr_L[c],THRt4,"Transport, extracellular",to
thymd[e],thymd[c],THYMDt1,"Transport, extracellular",to
thymd[l],thymd[c],THYMDtl,"Transport, lysosomal",to;from
thymd[c],thymd[m],THYMDtm,"Transport, mitochondrial",to;from
thym[e],thym[c],THYMt,"Transport, extracellular",to;from
hco3[c],hco3[e],THYOXt,"Transport, extracellular",to;from
hco3[c],thyox_L[c],THYOXt,"Transport, extracellular",to;from
thyox_L[e],hco3[e],THYOXt,"Transport, extracellular",to;from
thyox_L[e],thyox_L[c],THYOXt,"Transport, extracellular",to;from
thyox_L[e],thyox_L[c],THYOXt2,"Transport, extracellular",to;from
h2o2[c],h2o[c],THYPX,Tyrosine metabolism,to
h2o2[c],iodine[c],THYPX,Tyrosine metabolism,to
h[c],h2o[c],THYPX,Tyrosine metabolism,to
h[c],iodine[c],THYPX,Tyrosine metabolism,to
i[c],h2o[c],THYPX,Tyrosine metabolism,to
i[c],iodine[c],THYPX,Tyrosine metabolism,to
h2o[c],h[c],TMABADH,Lysine metabolism,to
h2o[c],nadh[c],TMABADH,Lysine metabolism,to
h2o[c],4tmeabutn[c],TMABADH,Lysine metabolism,to
nad[c],h[c],TMABADH,Lysine metabolism,to
nad[c],nadh[c],TMABADH,Lysine metabolism,to
nad[c],4tmeabutn[c],TMABADH,Lysine metabolism,to
4tmeabut[c],h[c],TMABADH,Lysine metabolism,to
4tmeabut[c],nadh[c],TMABADH,Lysine metabolism,to
4tmeabut[c],4tmeabutn[c],TMABADH,Lysine metabolism,to
atp[m],h[m],TMDK1m,Nucleotide interconversion,to
atp[m],adp[m],TMDK1m,Nucleotide interconversion,to
atp[m],dtmp[m],TMDK1m,Nucleotide interconversion,to
thymd[m],h[m],TMDK1m,Nucleotide interconversion,to
thymd[m],adp[m],TMDK1m,Nucleotide interconversion,to
thymd[m],dtmp[m],TMDK1m,Nucleotide interconversion,to
pi[c],2dr1p[c],TMDPP,Pyrimidine catabolism,to;from
pi[c],thym[c],TMDPP,Pyrimidine catabolism,to;from
thymd[c],2dr1p[c],TMDPP,Pyrimidine catabolism,to;from
thymd[c],thym[c],TMDPP,Pyrimidine catabolism,to;from
atp[c],adp[c],TMDPPK,Thiamine metabolism,to
atp[c],thmtp[c],TMDPPK,Thiamine metabolism,to
thmpp[c],adp[c],TMDPPK,Thiamine metabolism,to
thmpp[c],thmtp[c],TMDPPK,Thiamine metabolism,to
o2[c],co2[c],TMLYSOX,Lysine metabolism,to
o2[c],succ[c],TMLYSOX,Lysine metabolism,to
o2[c],3htmelys[c],TMLYSOX,Lysine metabolism,to
akg[c],co2[c],TMLYSOX,Lysine metabolism,to
akg[c],succ[c],TMLYSOX,Lysine metabolism,to
akg[c],3htmelys[c],TMLYSOX,Lysine metabolism,to
tmlys[c],co2[c],TMLYSOX,Lysine metabolism,to
tmlys[c],succ[c],TMLYSOX,Lysine metabolism,to
tmlys[c],3htmelys[c],TMLYSOX,Lysine metabolism,to
tmndnccoa[c],tmndnccoa[x],TMNDNCCOAtx,"Transport, peroxisomal",to;from
crn[c],coa[c],TMNDNCCPT1,Fatty acid oxidation,to;from
crn[c],tmndnccrn[c],TMNDNCCPT1,Fatty acid oxidation,to;from
tmndnccoa[c],coa[c],TMNDNCCPT1,Fatty acid oxidation,to;from
tmndnccoa[c],tmndnccrn[c],TMNDNCCPT1,Fatty acid oxidation,to;from
coa[m],crn[m],TMNDNCCPT2,Fatty acid oxidation,to;from
coa[m],tmndnccoa[m],TMNDNCCPT2,Fatty acid oxidation,to;from
tmndnccrn[m],crn[m],TMNDNCCPT2,Fatty acid oxidation,to;from
tmndnccrn[m],tmndnccoa[m],TMNDNCCPT2,Fatty acid oxidation,to;from
tmndnccrn[c],tmndnccrn[m],TMNDNCCRNt,Fatty acid oxidation,to;from
tmndnc[e],tmndnc[c],TMNDNCt,"Transport, extracellular",to;from
tolbutamide[e],tolbutamide[c],TOLBUTAMIDEte,"Transport, extracellular",to;from
h[c],nadp[c],TRDR,Nucleotide interconversion,to
h[c],trdrd[c],TRDR,Nucleotide interconversion,to
nadph[c],nadp[c],TRDR,Nucleotide interconversion,to
nadph[c],trdrd[c],TRDR,Nucleotide interconversion,to
trdox[c],nadp[c],TRDR,Nucleotide interconversion,to
trdox[c],trdrd[c],TRDR,Nucleotide interconversion,to
h[c],nadp[c],TRDR2,Miscellaneous,to
h[c],q10h2[c],TRDR2,Miscellaneous,to
nadph[c],nadp[c],TRDR2,Miscellaneous,to
nadph[c],q10h2[c],TRDR2,Miscellaneous,to
q10[c],nadp[c],TRDR2,Miscellaneous,to
q10[c],q10h2[c],TRDR2,Miscellaneous,to
h[c],nad[c],TRDR3,Miscellaneous,to
h[c],q10h2[c],TRDR3,Miscellaneous,to
nadh[c],nad[c],TRDR3,Miscellaneous,to
nadh[c],q10h2[c],TRDR3,Miscellaneous,to
q10[c],nad[c],TRDR3,Miscellaneous,to
q10[c],q10h2[c],TRDR3,Miscellaneous,to
h2o[c],glc_D[c],TREH,Starch and sucrose metabolism,to
tre[c],glc_D[c],TREH,Starch and sucrose metabolism,to
h2o[e],glc_D[e],TREHe,Starch and sucrose metabolism,to
tre[e],glc_D[e],TREHe,Starch and sucrose metabolism,to
triodthysuf[c],triodthysuf[e],TRIODTHYSUFt,"Transport, extracellular",to
paps[c],h[c],TRIODTHYSULT,Tyrosine metabolism,to
paps[c],pap[c],TRIODTHYSULT,Tyrosine metabolism,to
paps[c],triodthysuf[c],TRIODTHYSULT,Tyrosine metabolism,to
triodthy[c],h[c],TRIODTHYSULT,Tyrosine metabolism,to
triodthy[c],pap[c],TRIODTHYSULT,Tyrosine metabolism,to
triodthy[c],triodthysuf[c],TRIODTHYSULT,Tyrosine metabolism,to
hco3[c],hco3[e],TRIODTHYt,"Transport, extracellular",to;from
hco3[c],triodthy[c],TRIODTHYt,"Transport, extracellular",to;from
triodthy[e],hco3[e],TRIODTHYt,"Transport, extracellular",to;from
triodthy[e],triodthy[c],TRIODTHYt,"Transport, extracellular",to;from
triodthy[e],triodthy[c],TRIODTHYt2,"Transport, extracellular",to;from
atp[c],h[c],TRIOK,Fructose and mannose metabolism,to
atp[c],adp[c],TRIOK,Fructose and mannose metabolism,to
atp[c],g3p[c],TRIOK,Fructose and mannose metabolism,to
glyald[c],h[c],TRIOK,Fructose and mannose metabolism,to
glyald[c],adp[c],TRIOK,Fructose and mannose metabolism,to
glyald[c],g3p[c],TRIOK,Fructose and mannose metabolism,to
o2[c],5htrp[c],TRPHYDRO2,Tryptophan metabolism,to
o2[c],thbpt4acam[c],TRPHYDRO2,Tryptophan metabolism,to
thbpt[c],5htrp[c],TRPHYDRO2,Tryptophan metabolism,to
thbpt[c],thbpt4acam[c],TRPHYDRO2,Tryptophan metabolism,to
trp_L[c],5htrp[c],TRPHYDRO2,Tryptophan metabolism,to
trp_L[c],thbpt4acam[c],TRPHYDRO2,Tryptophan metabolism,to
o2[c],Lfmkynr[c],TRPO2,Tryptophan metabolism,to
trp_L[c],Lfmkynr[c],TRPO2,Tryptophan metabolism,to
na1[e],na1[c],TRPt4,"Transport, extracellular",to
na1[e],trp_L[c],TRPt4,"Transport, extracellular",to
trp_L[e],na1[c],TRPt4,"Transport, extracellular",to
trp_L[e],trp_L[c],TRPt4,"Transport, extracellular",to
h2o[c],h2o2[c],TRYPTAOX,Tryptophan metabolism,to
h2o[c],nh4[c],TRYPTAOX,Tryptophan metabolism,to
h2o[c],id3acald[c],TRYPTAOX,Tryptophan metabolism,to
o2[c],h2o2[c],TRYPTAOX,Tryptophan metabolism,to
o2[c],nh4[c],TRYPTAOX,Tryptophan metabolism,to
o2[c],id3acald[c],TRYPTAOX,Tryptophan metabolism,to
trypta[c],h2o2[c],TRYPTAOX,Tryptophan metabolism,to
trypta[c],nh4[c],TRYPTAOX,Tryptophan metabolism,to
trypta[c],id3acald[c],TRYPTAOX,Tryptophan metabolism,to
pd3[c],ts3[c],TS3,Vitamin D metabolism,to;from
h2o[c],h[c],TSTSTERONEGLCte,"Transport, extracellular",to
h2o[c],adp[c],TSTSTERONEGLCte,"Transport, extracellular",to
h2o[c],pi[c],TSTSTERONEGLCte,"Transport, extracellular",to
h2o[c],tststeroneglc[e],TSTSTERONEGLCte,"Transport, extracellular",to
atp[c],h[c],TSTSTERONEGLCte,"Transport, extracellular",to
atp[c],adp[c],TSTSTERONEGLCte,"Transport, extracellular",to
atp[c],pi[c],TSTSTERONEGLCte,"Transport, extracellular",to
atp[c],tststeroneglc[e],TSTSTERONEGLCte,"Transport, extracellular",to
tststeroneglc[c],h[c],TSTSTERONEGLCte,"Transport, extracellular",to
tststeroneglc[c],adp[c],TSTSTERONEGLCte,"Transport, extracellular",to
tststeroneglc[c],pi[c],TSTSTERONEGLCte,"Transport, extracellular",to
tststeroneglc[c],tststeroneglc[e],TSTSTERONEGLCte,"Transport, extracellular",to
tststeroneglc[c],tststeroneglc[r],TSTSTERONEGLCtr,"Transport, endoplasmic reticular",to;from
tststerones[c],tststerones[e],TSTSTERONESte,"Transport, extracellular",to;from
paps[c],h[c],TSTSTERONESULT,Steroid metabolism,to
paps[c],pap[c],TSTSTERONESULT,Steroid metabolism,to
paps[c],tststerones[c],TSTSTERONESULT,Steroid metabolism,to
tststerone[c],h[c],TSTSTERONESULT,Steroid metabolism,to
tststerone[c],pap[c],TSTSTERONESULT,Steroid metabolism,to
tststerone[c],tststerones[c],TSTSTERONESULT,Steroid metabolism,to
tststerone[e],tststerone[c],TSTSTERONEt,"Transport, extracellular",to;from
tststerone[r],tststerone[c],TSTSTERONEtr,"Transport, endoplasmic reticular",to;from
na1[e],na1[c],TSULt4_3,"Transport, extracellular",to;from
na1[e],tsul[c],TSULt4_3,"Transport, extracellular",to;from
tsul[e],na1[c],TSULt4_3,"Transport, extracellular",to;from
tsul[e],tsul[c],TSULt4_3,"Transport, extracellular",to;from
ttdca[e],ttdca[c],TTDCAtr,"Transport, extracellular",to;from
coa[m],crn[m],TTDCPT2,Fatty acid oxidation,to;from
coa[m],tdcoa[m],TTDCPT2,Fatty acid oxidation,to;from
ttdcrn[m],crn[m],TTDCPT2,Fatty acid oxidation,to;from
ttdcrn[m],tdcoa[m],TTDCPT2,Fatty acid oxidation,to;from
ttdcrn[c],ttdcrn[m],TTDCRNt,Fatty acid oxidation,to;from
txa2[e],txa2[c],TXA2te,"Transport, extracellular",to;from
txa2[c],txa2[r],TXA2tr,"Transport, endoplasmic reticular",to;from
prostgh2[r],txa2[r],TXASr,Eicosanoid metabolism,to
tymsf[c],tymsf[e],TYMSFt,"Transport, extracellular",to
paps[c],h[c],TYMSULT,Tyrosine metabolism,to
paps[c],pap[c],TYMSULT,Tyrosine metabolism,to
paps[c],tymsf[c],TYMSULT,Tyrosine metabolism,to
tym[c],h[c],TYMSULT,Tyrosine metabolism,to
tym[c],pap[c],TYMSULT,Tyrosine metabolism,to
tym[c],tymsf[c],TYMSULT,Tyrosine metabolism,to
o2[c],34dhphe[c],TYR3MO2,Tyrosine metabolism,to
o2[c],thbpt4acam[c],TYR3MO2,Tyrosine metabolism,to
thbpt[c],34dhphe[c],TYR3MO2,Tyrosine metabolism,to
thbpt[c],thbpt4acam[c],TYR3MO2,Tyrosine metabolism,to
tyr_L[c],34dhphe[c],TYR3MO2,Tyrosine metabolism,to
tyr_L[c],thbpt4acam[c],TYR3MO2,Tyrosine metabolism,to
56dihindlcrbxlt[c],melanin[c],TYRASE,Tyrosine metabolism,to
h[c],co2[c],TYRCBOX,Tyrosine metabolism,to
h[c],tym[c],TYRCBOX,Tyrosine metabolism,to
tyr_L[c],co2[c],TYRCBOX,Tyrosine metabolism,to
tyr_L[c],tym[c],TYRCBOX,Tyrosine metabolism,to
o2[c],34dhphe[c],TYRDOPO,Tyrosine metabolism,to
tyr_L[c],34dhphe[c],TYRDOPO,Tyrosine metabolism,to
o2[c],h2o[c],TYRDOPO3,Tyrosine metabolism,to
o2[c],dopaqn[c],TYRDOPO3,Tyrosine metabolism,to
34dhphe[c],h2o[c],TYRDOPO3,Tyrosine metabolism,to
34dhphe[c],dopaqn[c],TYRDOPO3,Tyrosine metabolism,to
h2o[c],h2o2[c],TYROXDAc,Tyrosine metabolism,to
h2o[c],nh4[c],TYROXDAc,Tyrosine metabolism,to
h2o[c],4hoxpacd[c],TYROXDAc,Tyrosine metabolism,to
o2[c],h2o2[c],TYROXDAc,Tyrosine metabolism,to
o2[c],nh4[c],TYROXDAc,Tyrosine metabolism,to
o2[c],4hoxpacd[c],TYROXDAc,Tyrosine metabolism,to
tym[c],h2o2[c],TYROXDAc,Tyrosine metabolism,to
tym[c],nh4[c],TYROXDAc,Tyrosine metabolism,to
tym[c],4hoxpacd[c],TYROXDAc,Tyrosine metabolism,to
tyr_L[e],tyr_L[c],TYRt,"Transport, extracellular",to;from
na1[e],na1[c],TYRt4,"Transport, extracellular",to
na1[e],tyr_L[c],TYRt4,"Transport, extracellular",to
tyr_L[e],na1[c],TYRt4,"Transport, extracellular",to
tyr_L[e],tyr_L[c],TYRt4,"Transport, extracellular",to
akg[m],34hpp[m],TYRTAm,Tyrosine metabolism,to;from
akg[m],glu_L[m],TYRTAm,Tyrosine metabolism,to;from
tyr_L[m],34hpp[m],TYRTAm,Tyrosine metabolism,to;from
tyr_L[m],glu_L[m],TYRTAm,Tyrosine metabolism,to;from
h2o[c],h[c],UAG2EMAi,Aminosugar metabolism,to
h2o[c],udp[c],UAG2EMAi,Aminosugar metabolism,to
h2o[c],acmana[c],UAG2EMAi,Aminosugar metabolism,to
uacgam[c],h[c],UAG2EMAi,Aminosugar metabolism,to
uacgam[c],udp[c],UAG2EMAi,Aminosugar metabolism,to
uacgam[c],acmana[c],UAG2EMAi,Aminosugar metabolism,to
h[c],ppi[c],UAGALDP,Aminosugar metabolism,to
h[c],udpacgal[c],UAGALDP,Aminosugar metabolism,to
acgal1p[c],ppi[c],UAGALDP,Aminosugar metabolism,to
acgal1p[c],udpacgal[c],UAGALDP,Aminosugar metabolism,to
utp[c],ppi[c],UAGALDP,Aminosugar metabolism,to
utp[c],udpacgal[c],UAGALDP,Aminosugar metabolism,to
udpacgal[c],udpacgal[l],UDPACGALtl,"Transport, lysosomal",to;from
dolp_L[c],udp[c],UDPDOLPT_L,N-glycan synthesis,to
dolp_L[c],dolglcp_L[c],UDPDOLPT_L,N-glycan synthesis,to
udpg[c],udp[c],UDPDOLPT_L,N-glycan synthesis,to
udpg[c],dolglcp_L[c],UDPDOLPT_L,N-glycan synthesis,to
h2o[c],h[c],UDPG1P,Pentose phosphate pathway,to
h2o[c],ump[c],UDPG1P,Pentose phosphate pathway,to
h2o[c],glcur1p[c],UDPG1P,Pentose phosphate pathway,to
udpglcur[c],h[c],UDPG1P,Pentose phosphate pathway,to
udpglcur[c],ump[c],UDPG1P,Pentose phosphate pathway,to
udpglcur[c],glcur1p[c],UDPG1P,Pentose phosphate pathway,to
udpgal[c],udpgal[g],UDPGALtg,"Transport, golgi apparatus",to;from
udpgal[c],ump[c],UDPGALtg,"Transport, golgi apparatus",to;from
ump[g],udpgal[g],UDPGALtg,"Transport, golgi apparatus",to;from
ump[g],ump[c],UDPGALtg,"Transport, golgi apparatus",to;from
h2o[c],h[c],UDPGD,Starch and sucrose metabolism,to
h2o[c],nadh[c],UDPGD,Starch and sucrose metabolism,to
h2o[c],udpglcur[c],UDPGD,Starch and sucrose metabolism,to
nad[c],h[c],UDPGD,Starch and sucrose metabolism,to
nad[c],nadh[c],UDPGD,Starch and sucrose metabolism,to
nad[c],udpglcur[c],UDPGD,Starch and sucrose metabolism,to
udpg[c],h[c],UDPGD,Starch and sucrose metabolism,to
udpg[c],nadh[c],UDPGD,Starch and sucrose metabolism,to
udpg[c],udpglcur[c],UDPGD,Starch and sucrose metabolism,to
ump[c],udpglcur[c],UDPGLCAter,"Transport, endoplasmic reticular",to;from
ump[c],ump[r],UDPGLCAter,"Transport, endoplasmic reticular",to;from
udpglcur[r],udpglcur[c],UDPGLCAter,"Transport, endoplasmic reticular",to;from
udpglcur[r],ump[r],UDPGLCAter,"Transport, endoplasmic reticular",to;from
udpglcur[g],udpglcur[c],UDPGLCAtg,"Transport, golgi apparatus",to;from
udpglcur[g],ump[g],UDPGLCAtg,"Transport, golgi apparatus",to;from
ump[c],udpglcur[c],UDPGLCAtg,"Transport, golgi apparatus",to;from
ump[c],ump[g],UDPGLCAtg,"Transport, golgi apparatus",to;from
udpg[c],ump[c],UDPGLCter,"Transport, endoplasmic reticular",to;from
udpg[c],udpg[r],UDPGLCter,"Transport, endoplasmic reticular",to;from
ump[r],ump[c],UDPGLCter,"Transport, endoplasmic reticular",to;from
ump[r],udpg[r],UDPGLCter,"Transport, endoplasmic reticular",to;from
h[g],co2[g],UDPGLDCg,Nucleotide sugar metabolism,to
h[g],udpxyl[g],UDPGLDCg,Nucleotide sugar metabolism,to
udpglcur[g],co2[g],UDPGLDCg,Nucleotide sugar metabolism,to
udpglcur[g],udpxyl[g],UDPGLDCg,Nucleotide sugar metabolism,to
h2o[c],h[c],UDPGNP,Pentose phosphate pathway,to
h2o[c],udp[c],UDPGNP,Pentose phosphate pathway,to
h2o[c],glcur[c],UDPGNP,Pentose phosphate pathway,to
udpglcur[c],h[c],UDPGNP,Pentose phosphate pathway,to
udpglcur[c],udp[c],UDPGNP,Pentose phosphate pathway,to
udpglcur[c],glcur[c],UDPGNP,Pentose phosphate pathway,to
h2o[c],h[c],UDPGP,Starch and sucrose metabolism,to
h2o[c],g1p[c],UDPGP,Starch and sucrose metabolism,to
h2o[c],ump[c],UDPGP,Starch and sucrose metabolism,to
udpg[c],h[c],UDPGP,Starch and sucrose metabolism,to
udpg[c],g1p[c],UDPGP,Starch and sucrose metabolism,to
udpg[c],ump[c],UDPGP,Starch and sucrose metabolism,to
udp[c],udp[l],UDPtl,"Transport, lysosomal",to;from
ump[r],ump[c],UDPXYLter,"Transport, endoplasmic reticular",to;from
ump[r],udpxyl[r],UDPXYLter,"Transport, endoplasmic reticular",to;from
udpxyl[c],ump[c],UDPXYLter,"Transport, endoplasmic reticular",to;from
udpxyl[c],udpxyl[r],UDPXYLter,"Transport, endoplasmic reticular",to;from
ump[g],ump[c],UDPXYLtg,"Transport, golgi apparatus",to;from
ump[g],udpxyl[g],UDPXYLtg,"Transport, golgi apparatus",to;from
udpxyl[c],ump[c],UDPXYLtg,"Transport, golgi apparatus",to;from
udpxyl[c],udpxyl[g],UDPXYLtg,"Transport, golgi apparatus",to;from
udpgal[g],h[g],UGALGTg,Galactose metabolism,to
udpgal[g],udp[g],UGALGTg,Galactose metabolism,to
udpgal[g],lcts[g],UGALGTg,Galactose metabolism,to
glc_D[g],h[g],UGALGTg,Galactose metabolism,to
glc_D[g],udp[g],UGALGTg,Galactose metabolism,to
glc_D[g],lcts[g],UGALGTg,Galactose metabolism,to
ump[g],udpacgal[g],UGALNACtg,"Transport, golgi apparatus",to;from
ump[g],ump[c],UGALNACtg,"Transport, golgi apparatus",to;from
udpacgal[c],udpacgal[g],UGALNACtg,"Transport, golgi apparatus",to;from
udpacgal[c],ump[c],UGALNACtg,"Transport, golgi apparatus",to;from
crm_hs[r],h[r],UGCG,Sphingolipid metabolism,to
crm_hs[r],gluside_hs[r],UGCG,Sphingolipid metabolism,to
crm_hs[r],udp[r],UGCG,Sphingolipid metabolism,to
udpg[r],h[r],UGCG,Sphingolipid metabolism,to
udpg[r],gluside_hs[r],UGCG,Sphingolipid metabolism,to
udpg[r],udp[r],UGCG,Sphingolipid metabolism,to
uacgam[c],uacgam[g],UGLCNACtg,"Transport, golgi apparatus",to;from
uacgam[c],ump[c],UGLCNACtg,"Transport, golgi apparatus",to;from
ump[g],uacgam[g],UGLCNACtg,"Transport, golgi apparatus",to;from
ump[g],ump[c],UGLCNACtg,"Transport, golgi apparatus",to;from
bilirub[r],bilglcur[r],UGT1A10r,Steroid metabolism,to;from
bilirub[r],udp[r],UGT1A10r,Steroid metabolism,to;from
udpglcur[r],bilglcur[r],UGT1A10r,Steroid metabolism,to;from
udpglcur[r],udp[r],UGT1A10r,Steroid metabolism,to;from
estrone[r],estroneglc[r],UGT1A1r,Steroid metabolism,to
estrone[r],udp[r],UGT1A1r,Steroid metabolism,to
udpglcur[r],estroneglc[r],UGT1A1r,Steroid metabolism,to
udpglcur[r],udp[r],UGT1A1r,Steroid metabolism,to
bilirub[r],bildglcur[r],UGT1A2r,Steroid metabolism,to
bilirub[r],udp[r],UGT1A2r,Steroid metabolism,to
udpglcur[r],bildglcur[r],UGT1A2r,Steroid metabolism,to
udpglcur[r],udp[r],UGT1A2r,Steroid metabolism,to
andrstrn[r],andrstrnglc[r],UGT1A3r,Steroid metabolism,to
andrstrn[r],udp[r],UGT1A3r,Steroid metabolism,to
udpglcur[r],andrstrnglc[r],UGT1A3r,Steroid metabolism,to
udpglcur[r],udp[r],UGT1A3r,Steroid metabolism,to
tststerone[r],udp[r],UGT1A4r,Steroid metabolism,to
tststerone[r],tststeroneglc[r],UGT1A4r,Steroid metabolism,to
udpglcur[r],udp[r],UGT1A4r,Steroid metabolism,to
udpglcur[r],tststeroneglc[r],UGT1A4r,Steroid metabolism,to
retn[r],udp[r],UGT1A5r,Vitamin A metabolism,to
retn[r],retnglc[r],UGT1A5r,Vitamin A metabolism,to
udpglcur[r],udp[r],UGT1A5r,Vitamin A metabolism,to
udpglcur[r],retnglc[r],UGT1A5r,Vitamin A metabolism,to
13_cis_retn[r],udp[r],UGT1A5r2,Vitamin A metabolism,to
13_cis_retn[r],13_cis_retnglc[r],UGT1A5r2,Vitamin A metabolism,to
udpglcur[r],udp[r],UGT1A5r2,Vitamin A metabolism,to
udpglcur[r],13_cis_retnglc[r],UGT1A5r2,Vitamin A metabolism,to
estradiol[r],estradiolglc[r],UGT1A6r,Steroid metabolism,to
estradiol[r],udp[r],UGT1A6r,Steroid metabolism,to
udpglcur[r],estradiolglc[r],UGT1A6r,Steroid metabolism,to
udpglcur[r],udp[r],UGT1A6r,Steroid metabolism,to
udpglcur[r],ahandrostanglc[r],UGT1A7r,Steroid metabolism,to
udpglcur[r],udp[r],UGT1A7r,Steroid metabolism,to
ahandrostan[r],ahandrostanglc[r],UGT1A7r,Steroid metabolism,to
ahandrostan[r],udp[r],UGT1A7r,Steroid metabolism,to
estriol[r],estriolglc[r],UGT1A8r,Steroid metabolism,to
estriol[r],udp[r],UGT1A8r,Steroid metabolism,to
udpglcur[r],estriolglc[r],UGT1A8r,Steroid metabolism,to
udpglcur[r],udp[r],UGT1A8r,Steroid metabolism,to
5adtststerone[r],5adtststeroneglc[r],UGT1A9r,Steroid metabolism,to
5adtststerone[r],udp[r],UGT1A9r,Steroid metabolism,to
udpglcur[r],5adtststeroneglc[r],UGT1A9r,Steroid metabolism,to
udpglcur[r],udp[r],UGT1A9r,Steroid metabolism,to
ctp[c],udp[c],UMPK2,Nucleotide interconversion,to;from
ctp[c],cdp[c],UMPK2,Nucleotide interconversion,to;from
ump[c],udp[c],UMPK2,Nucleotide interconversion,to;from
ump[c],cdp[c],UMPK2,Nucleotide interconversion,to;from
ctp[n],cdp[n],UMPK2n,Nucleotide interconversion,to;from
ctp[n],udp[n],UMPK2n,Nucleotide interconversion,to;from
ump[n],cdp[n],UMPK2n,Nucleotide interconversion,to;from
ump[n],udp[n],UMPK2n,Nucleotide interconversion,to;from
utp[c],udp[c],UMPK3,Nucleotide interconversion,to;from
ump[c],udp[c],UMPK3,Nucleotide interconversion,to;from
utp[n],udp[n],UMPK3n,Nucleotide interconversion,to;from
ump[n],udp[n],UMPK3n,Nucleotide interconversion,to;from
gtp[c],udp[c],UMPK4,Nucleotide interconversion,to;from
gtp[c],gdp[c],UMPK4,Nucleotide interconversion,to;from
ump[c],udp[c],UMPK4,Nucleotide interconversion,to;from
ump[c],gdp[c],UMPK4,Nucleotide interconversion,to;from
gtp[n],udp[n],UMPK4n,Nucleotide interconversion,to;from
gtp[n],gdp[n],UMPK4n,Nucleotide interconversion,to;from
ump[n],udp[n],UMPK4n,Nucleotide interconversion,to;from
ump[n],gdp[n],UMPK4n,Nucleotide interconversion,to;from
datp[c],udp[c],UMPK5,Nucleotide interconversion,to;from
datp[c],dadp[c],UMPK5,Nucleotide interconversion,to;from
ump[c],udp[c],UMPK5,Nucleotide interconversion,to;from
ump[c],dadp[c],UMPK5,Nucleotide interconversion,to;from
datp[n],dadp[n],UMPK5n,Nucleotide interconversion,to;from
datp[n],udp[n],UMPK5n,Nucleotide interconversion,to;from
ump[n],dadp[n],UMPK5n,Nucleotide interconversion,to;from
ump[n],udp[n],UMPK5n,Nucleotide interconversion,to;from
dctp[c],udp[c],UMPK6,Nucleotide interconversion,to;from
dctp[c],dcdp[c],UMPK6,Nucleotide interconversion,to;from
ump[c],udp[c],UMPK6,Nucleotide interconversion,to;from
ump[c],dcdp[c],UMPK6,Nucleotide interconversion,to;from
dctp[n],dcdp[n],UMPK6n,Nucleotide interconversion,to;from
dctp[n],udp[n],UMPK6n,Nucleotide interconversion,to;from
ump[n],dcdp[n],UMPK6n,Nucleotide interconversion,to;from
ump[n],udp[n],UMPK6n,Nucleotide interconversion,to;from
dgtp[c],udp[c],UMPK7,Nucleotide interconversion,to;from
dgtp[c],dgdp[c],UMPK7,Nucleotide interconversion,to;from
ump[c],udp[c],UMPK7,Nucleotide interconversion,to;from
ump[c],dgdp[c],UMPK7,Nucleotide interconversion,to;from
dgtp[n],dgdp[n],UMPK7n,Nucleotide interconversion,to;from
dgtp[n],udp[n],UMPK7n,Nucleotide interconversion,to;from
ump[n],dgdp[n],UMPK7n,Nucleotide interconversion,to;from
ump[n],udp[n],UMPK7n,Nucleotide interconversion,to;from
atp[n],udp[n],UMPKn,Nucleotide interconversion,to;from
atp[n],adp[n],UMPKn,Nucleotide interconversion,to;from
ump[n],udp[n],UMPKn,Nucleotide interconversion,to;from
