from.id,to.id,reaction,subsystem,arrows
10fthf5glu[c],10fthf5glu[l],10FTHF5GLUtl,"Transport, lysosomal",to
10fthf5glu[m],10fthf5glu[c],10FTHF5GLUtm,"Transport, mitochondrial",to
10fthf6glu[c],10fthf6glu[l],10FTHF6GLUtl,"Transport, lysosomal",to
10fthf6glu[m],10fthf6glu[c],10FTHF6GLUtm,"Transport, mitochondrial",to
10fthf7glu[c],10fthf7glu[l],10FTHF7GLUtl,"Transport, lysosomal",to
10fthf7glu[m],10fthf7glu[c],10FTHF7GLUtm,"Transport, mitochondrial",to
10fthf[c],10fthf[l],10FTHFtl,"Transport, lysosomal",to;from
10fthf[c],10fthf[m],10FTHFtm,"Transport, mitochondrial",to;from
11docrtsl[c],11docrtsl[m],11DOCRTSLtm,"Transport, mitochondrial",to;from
11docrtsl[c],11docrtsl[r],11DOCRTSLtr,"Transport, endoplasmic reticular",to;from
11docrtstrn[c],11docrtstrn[m],11DOCRTSTRNtm,"Transport, mitochondrial",to;from
11docrtstrn[c],11docrtstrn[r],11DOCRTSTRNtr,"Transport, endoplasmic reticular",to;from
13dampp[c],bamppald[c],13DAMPPOX,Beta-Alanine metabolism,to
13dampp[c],h2o2[c],13DAMPPOX,Beta-Alanine metabolism,to
13dampp[c],nh4[c],13DAMPPOX,Beta-Alanine metabolism,to
h2o[c],bamppald[c],13DAMPPOX,Beta-Alanine metabolism,to
h2o[c],h2o2[c],13DAMPPOX,Beta-Alanine metabolism,to
h2o[c],nh4[c],13DAMPPOX,Beta-Alanine metabolism,to
o2[c],bamppald[c],13DAMPPOX,Beta-Alanine metabolism,to
o2[c],h2o2[c],13DAMPPOX,Beta-Alanine metabolism,to
o2[c],nh4[c],13DAMPPOX,Beta-Alanine metabolism,to
o2[m],h2o[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
o2[m],1a2425thvitd2[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
o2[m],nadp[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
2425dhvitd2[m],h2o[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
2425dhvitd2[m],1a2425thvitd2[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
2425dhvitd2[m],nadp[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
h[m],h2o[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
h[m],1a2425thvitd2[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
h[m],nadp[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
nadph[m],h2o[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
nadph[m],1a2425thvitd2[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
nadph[m],nadp[m],1a_24_25VITD2Hm,Vitamin D metabolism,to
o2[m],h2o[m],1a_25VITD2Hm,Vitamin D metabolism,to
o2[m],1a2425thvitd2[m],1a_25VITD2Hm,Vitamin D metabolism,to
o2[m],nadp[m],1a_25VITD2Hm,Vitamin D metabolism,to
h[m],h2o[m],1a_25VITD2Hm,Vitamin D metabolism,to
h[m],1a2425thvitd2[m],1a_25VITD2Hm,Vitamin D metabolism,to
h[m],nadp[m],1a_25VITD2Hm,Vitamin D metabolism,to
nadph[m],h2o[m],1a_25VITD2Hm,Vitamin D metabolism,to
nadph[m],1a2425thvitd2[m],1a_25VITD2Hm,Vitamin D metabolism,to
nadph[m],nadp[m],1a_25VITD2Hm,Vitamin D metabolism,to
1a25dhvitd2[m],h2o[m],1a_25VITD2Hm,Vitamin D metabolism,to
1a25dhvitd2[m],1a2425thvitd2[m],1a_25VITD2Hm,Vitamin D metabolism,to
1a25dhvitd2[m],nadp[m],1a_25VITD2Hm,Vitamin D metabolism,to
h2o[c],h[c],1MNCAMti,"Transport, extracellular",to
h2o[c],1mncam[e],1MNCAMti,"Transport, extracellular",to
h2o[c],adp[c],1MNCAMti,"Transport, extracellular",to
h2o[c],pi[c],1MNCAMti,"Transport, extracellular",to
1mncam[c],h[c],1MNCAMti,"Transport, extracellular",to
1mncam[c],1mncam[e],1MNCAMti,"Transport, extracellular",to
1mncam[c],adp[c],1MNCAMti,"Transport, extracellular",to
1mncam[c],pi[c],1MNCAMti,"Transport, extracellular",to
atp[c],h[c],1MNCAMti,"Transport, extracellular",to
atp[c],1mncam[e],1MNCAMti,"Transport, extracellular",to
atp[c],adp[c],1MNCAMti,"Transport, extracellular",to
atp[c],pi[c],1MNCAMti,"Transport, extracellular",to
h[x],Lpipecol[x],1PPDCRp,Lysine metabolism,to
h[x],nad[x],1PPDCRp,Lysine metabolism,to
1pipdn2c[x],Lpipecol[x],1PPDCRp,Lysine metabolism,to
1pipdn2c[x],nad[x],1PPDCRp,Lysine metabolism,to
nadh[x],Lpipecol[x],1PPDCRp,Lysine metabolism,to
nadh[x],nad[x],1PPDCRp,Lysine metabolism,to
2425dhvitd2[c],2425dhvitd2[e],24_25DHVITD2t,"Transport, extracellular",to
2425dhvitd2[m],2425dhvitd2[c],24_25DHVITD2tm,"Transport, mitochondrial",to
2425dhvitd3[c],2425dhvitd3[e],24_25DHVITD3t,"Transport, extracellular",to
2425dhvitd3[m],2425dhvitd3[c],24_25DHVITD3tm,"Transport, mitochondrial",to
o2[m],h2o[m],24_25VITD2Hm,Vitamin D metabolism,to
o2[m],2425dhvitd2[m],24_25VITD2Hm,Vitamin D metabolism,to
o2[m],nadp[m],24_25VITD2Hm,Vitamin D metabolism,to
h[m],h2o[m],24_25VITD2Hm,Vitamin D metabolism,to
h[m],2425dhvitd2[m],24_25VITD2Hm,Vitamin D metabolism,to
h[m],nadp[m],24_25VITD2Hm,Vitamin D metabolism,to
nadph[m],h2o[m],24_25VITD2Hm,Vitamin D metabolism,to
nadph[m],2425dhvitd2[m],24_25VITD2Hm,Vitamin D metabolism,to
nadph[m],nadp[m],24_25VITD2Hm,Vitamin D metabolism,to
25hvitd2[m],h2o[m],24_25VITD2Hm,Vitamin D metabolism,to
25hvitd2[m],2425dhvitd2[m],24_25VITD2Hm,Vitamin D metabolism,to
25hvitd2[m],nadp[m],24_25VITD2Hm,Vitamin D metabolism,to
o2[m],h2o[m],24_25VITD3Hm,Vitamin D metabolism,to
o2[m],nadp[m],24_25VITD3Hm,Vitamin D metabolism,to
o2[m],2425dhvitd3[m],24_25VITD3Hm,Vitamin D metabolism,to
h[m],h2o[m],24_25VITD3Hm,Vitamin D metabolism,to
h[m],nadp[m],24_25VITD3Hm,Vitamin D metabolism,to
h[m],2425dhvitd3[m],24_25VITD3Hm,Vitamin D metabolism,to
nadph[m],h2o[m],24_25VITD3Hm,Vitamin D metabolism,to
nadph[m],nadp[m],24_25VITD3Hm,Vitamin D metabolism,to
nadph[m],2425dhvitd3[m],24_25VITD3Hm,Vitamin D metabolism,to
25hvitd3[m],h2o[m],24_25VITD3Hm,Vitamin D metabolism,to
25hvitd3[m],nadp[m],24_25VITD3Hm,Vitamin D metabolism,to
25hvitd3[m],2425dhvitd3[m],24_25VITD3Hm,Vitamin D metabolism,to
24nph[e],24nph[c],24NPHte,"Transport, extracellular",to;from
25hvitd2[c],25hvitd2[e],25HVITD2t,"Transport, extracellular",to
25hvitd2[c],25hvitd2[m],25HVITD2tin_m,"Transport, mitochondrial",to
25hvitd3[c],25hvitd3[e],25HVITD3t,"Transport, extracellular",to
25hvitd3[c],25hvitd3[m],25HVITD3tin_m,"Transport, mitochondrial",to
o2[m],h2o[m],25VITD2Hm,Vitamin D metabolism,to
o2[m],nadp[m],25VITD2Hm,Vitamin D metabolism,to
o2[m],1a25dhvitd2[m],25VITD2Hm,Vitamin D metabolism,to
h[m],h2o[m],25VITD2Hm,Vitamin D metabolism,to
h[m],nadp[m],25VITD2Hm,Vitamin D metabolism,to
h[m],1a25dhvitd2[m],25VITD2Hm,Vitamin D metabolism,to
nadph[m],h2o[m],25VITD2Hm,Vitamin D metabolism,to
nadph[m],nadp[m],25VITD2Hm,Vitamin D metabolism,to
nadph[m],1a25dhvitd2[m],25VITD2Hm,Vitamin D metabolism,to
25hvitd2[m],h2o[m],25VITD2Hm,Vitamin D metabolism,to
25hvitd2[m],nadp[m],25VITD2Hm,Vitamin D metabolism,to
25hvitd2[m],1a25dhvitd2[m],25VITD2Hm,Vitamin D metabolism,to
o2[m],h2o[m],25VITD3Hm,Vitamin D metabolism,to
o2[m],nadp[m],25VITD3Hm,Vitamin D metabolism,to
o2[m],1a25dhvitd3[m],25VITD3Hm,Vitamin D metabolism,to
h[m],h2o[m],25VITD3Hm,Vitamin D metabolism,to
h[m],nadp[m],25VITD3Hm,Vitamin D metabolism,to
h[m],1a25dhvitd3[m],25VITD3Hm,Vitamin D metabolism,to
nadph[m],h2o[m],25VITD3Hm,Vitamin D metabolism,to
nadph[m],nadp[m],25VITD3Hm,Vitamin D metabolism,to
nadph[m],1a25dhvitd3[m],25VITD3Hm,Vitamin D metabolism,to
25hvitd3[m],h2o[m],25VITD3Hm,Vitamin D metabolism,to
25hvitd3[m],nadp[m],25VITD3Hm,Vitamin D metabolism,to
25hvitd3[m],1a25dhvitd3[m],25VITD3Hm,Vitamin D metabolism,to
h2o[c],nh4[c],2AMACHYD,"Glycine, serine, alanine, and threonine metabolism",to
h2o[c],pyr[c],2AMACHYD,"Glycine, serine, alanine, and threonine metabolism",to
2amac[c],nh4[c],2AMACHYD,"Glycine, serine, alanine, and threonine metabolism",to
2amac[c],pyr[c],2AMACHYD,"Glycine, serine, alanine, and threonine metabolism",to
2amac[c],nadp[c],2AMACSULT,Methionine and cysteine metabolism,to
2amac[c],Lcyst[c],2AMACSULT,Methionine and cysteine metabolism,to
2amac[c],pap[c],2AMACSULT,Methionine and cysteine metabolism,to
nadph[c],nadp[c],2AMACSULT,Methionine and cysteine metabolism,to
nadph[c],Lcyst[c],2AMACSULT,Methionine and cysteine metabolism,to
nadph[c],pap[c],2AMACSULT,Methionine and cysteine metabolism,to
paps[c],nadp[c],2AMACSULT,Methionine and cysteine metabolism,to
paps[c],Lcyst[c],2AMACSULT,Methionine and cysteine metabolism,to
paps[c],pap[c],2AMACSULT,Methionine and cysteine metabolism,to
L2aadp[c],L2aadp[m],2AMADPTm,Lysine metabolism,to
L2aadp[c],akg[c],2AMADPTm,Lysine metabolism,to
akg[m],L2aadp[m],2AMADPTm,Lysine metabolism,to
akg[m],akg[c],2AMADPTm,Lysine metabolism,to
h2o[c],pi[c],2DR1PP,Pyrimidine catabolism,to
h2o[c],drib[c],2DR1PP,Pyrimidine catabolism,to
2dr1p[c],pi[c],2DR1PP,Pyrimidine catabolism,to
2dr1p[c],drib[c],2DR1PP,Pyrimidine catabolism,to
nad[c],h[c],2HBO,Propanoate metabolism,to;from
nad[c],nadh[c],2HBO,Propanoate metabolism,to;from
nad[c],2obut[c],2HBO,Propanoate metabolism,to;from
2hb[c],h[c],2HBO,Propanoate metabolism,to;from
2hb[c],nadh[c],2HBO,Propanoate metabolism,to;from
2hb[c],2obut[c],2HBO,Propanoate metabolism,to;from
h[e],h[c],2HBt2,"Transport, extracellular",to;from
h[e],2hb[c],2HBt2,"Transport, extracellular",to;from
2hb[e],h[c],2HBt2,"Transport, extracellular",to;from
2hb[e],2hb[c],2HBt2,"Transport, extracellular",to;from
hco3[e],hco3[c],2HCO3_NAt,"Transport, extracellular",to;from
hco3[e],na1[c],2HCO3_NAt,"Transport, extracellular",to;from
na1[e],hco3[c],2HCO3_NAt,"Transport, extracellular",to;from
na1[e],na1[c],2HCO3_NAt,"Transport, extracellular",to;from
2mcit[c],2mcit[e],2MCITt,"Transport, extracellular",to;from
nad[m],nadh[m],2OXOADOXm,Lysine metabolism,to
nad[m],co2[m],2OXOADOXm,Lysine metabolism,to
nad[m],glutcoa[m],2OXOADOXm,Lysine metabolism,to
2oxoadp[m],nadh[m],2OXOADOXm,Lysine metabolism,to
2oxoadp[m],co2[m],2OXOADOXm,Lysine metabolism,to
2oxoadp[m],glutcoa[m],2OXOADOXm,Lysine metabolism,to
coa[m],nadh[m],2OXOADOXm,Lysine metabolism,to
coa[m],co2[m],2OXOADOXm,Lysine metabolism,to
coa[m],glutcoa[m],2OXOADOXm,Lysine metabolism,to
akg[m],akg[c],2OXOADPTm,Tryptophan metabolism,to;from
akg[m],2oxoadp[m],2OXOADPTm,Tryptophan metabolism,to;from
2oxoadp[c],akg[c],2OXOADPTm,Tryptophan metabolism,to;from
2oxoadp[c],2oxoadp[m],2OXOADPTm,Tryptophan metabolism,to;from
h[c],nad[c],34DHOXPEGOX,Tyrosine metabolism,to;from
h[c],34dhoxpeg[c],34DHOXPEGOX,Tyrosine metabolism,to;from
nadh[c],nad[c],34DHOXPEGOX,Tyrosine metabolism,to;from
nadh[c],34dhoxpeg[c],34DHOXPEGOX,Tyrosine metabolism,to;from
34dhmald[c],nad[c],34DHOXPEGOX,Tyrosine metabolism,to;from
34dhmald[c],34dhoxpeg[c],34DHOXPEGOX,Tyrosine metabolism,to;from
34dhoxpeg[c],34dhoxpeg[e],34DHOXPEGt,"Transport, extracellular",to;from
34dhpha[c],h[c],34DHPHAMT,Tyrosine metabolism,to
34dhpha[c],ahcys[c],34DHPHAMT,Tyrosine metabolism,to
34dhpha[c],homoval[c],34DHPHAMT,Tyrosine metabolism,to
amet[c],h[c],34DHPHAMT,Tyrosine metabolism,to
amet[c],ahcys[c],34DHPHAMT,Tyrosine metabolism,to
amet[c],homoval[c],34DHPHAMT,Tyrosine metabolism,to
34dhphe[e],34dhphe[c],34DHPHEt,"Transport, extracellular",to;from
h2o[c],h[c],34DHPLACOX,Tyrosine metabolism,to
h2o[c],nadh[c],34DHPLACOX,Tyrosine metabolism,to
h2o[c],34dhpha[c],34DHPLACOX,Tyrosine metabolism,to
nad[c],h[c],34DHPLACOX,Tyrosine metabolism,to
nad[c],nadh[c],34DHPLACOX,Tyrosine metabolism,to
nad[c],34dhpha[c],34DHPLACOX,Tyrosine metabolism,to
34dhpac[c],h[c],34DHPLACOX,Tyrosine metabolism,to
34dhpac[c],nadh[c],34DHPLACOX,Tyrosine metabolism,to
34dhpac[c],34dhpha[c],34DHPLACOX,Tyrosine metabolism,to
h2o[c],h[c],34DHPLACOX_NADP_,Tyrosine metabolism,to;from
h2o[c],nadph[c],34DHPLACOX_NADP_,Tyrosine metabolism,to;from
h2o[c],34dhpha[c],34DHPLACOX_NADP_,Tyrosine metabolism,to;from
nadp[c],h[c],34DHPLACOX_NADP_,Tyrosine metabolism,to;from
nadp[c],nadph[c],34DHPLACOX_NADP_,Tyrosine metabolism,to;from
nadp[c],34dhpha[c],34DHPLACOX_NADP_,Tyrosine metabolism,to;from
34dhpac[c],h[c],34DHPLACOX_NADP_,Tyrosine metabolism,to;from
34dhpac[c],nadph[c],34DHPLACOX_NADP_,Tyrosine metabolism,to;from
34dhpac[c],34dhpha[c],34DHPLACOX_NADP_,Tyrosine metabolism,to;from
h2o[c],h[c],34DHXMANDACOX,Tyrosine metabolism,to
h2o[c],nadh[c],34DHXMANDACOX,Tyrosine metabolism,to
h2o[c],34dhoxmand[c],34DHXMANDACOX,Tyrosine metabolism,to
nad[c],h[c],34DHXMANDACOX,Tyrosine metabolism,to
nad[c],nadh[c],34DHXMANDACOX,Tyrosine metabolism,to
nad[c],34dhoxmand[c],34DHXMANDACOX,Tyrosine metabolism,to
34dhmald[c],h[c],34DHXMANDACOX,Tyrosine metabolism,to
34dhmald[c],nadh[c],34DHXMANDACOX,Tyrosine metabolism,to
34dhmald[c],34dhoxmand[c],34DHXMANDACOX,Tyrosine metabolism,to
h2o[c],h[c],34DHXMANDACOX_NADP_,Tyrosine metabolism,to;from
h2o[c],nadph[c],34DHXMANDACOX_NADP_,Tyrosine metabolism,to;from
h2o[c],34dhoxmand[c],34DHXMANDACOX_NADP_,Tyrosine metabolism,to;from
nadp[c],h[c],34DHXMANDACOX_NADP_,Tyrosine metabolism,to;from
nadp[c],nadph[c],34DHXMANDACOX_NADP_,Tyrosine metabolism,to;from
nadp[c],34dhoxmand[c],34DHXMANDACOX_NADP_,Tyrosine metabolism,to;from
34dhmald[c],h[c],34DHXMANDACOX_NADP_,Tyrosine metabolism,to;from
34dhmald[c],nadph[c],34DHXMANDACOX_NADP_,Tyrosine metabolism,to;from
34dhmald[c],34dhoxmand[c],34DHXMANDACOX_NADP_,Tyrosine metabolism,to;from
h[m],nad[m],34HPLFM,Ubiquinone synthesis,to
h[m],34hpl[m],34HPLFM,Ubiquinone synthesis,to
nadh[m],nad[m],34HPLFM,Ubiquinone synthesis,to
nadh[m],34hpl[m],34HPLFM,Ubiquinone synthesis,to
34hpp[m],nad[m],34HPLFM,Ubiquinone synthesis,to
34hpp[m],34hpl[m],34HPLFM,Ubiquinone synthesis,to
o2[c],co2[c],34HPPOR,Tyrosine metabolism,to
o2[c],hgentis[c],34HPPOR,Tyrosine metabolism,to
34hpp[c],co2[c],34HPPOR,Tyrosine metabolism,to
34hpp[c],hgentis[c],34HPPOR,Tyrosine metabolism,to
35cgmp[c],35cgmp[n],35CGMPtn,"Transport, nuclear",to;from
2mop[m],akg[m],3AIBTm,"Valine, leucine, and isoleucine metabolism",to;from
2mop[m],3aib[m],3AIBTm,"Valine, leucine, and isoleucine metabolism",to;from
glu_L[m],akg[m],3AIBTm,"Valine, leucine, and isoleucine metabolism",to;from
glu_L[m],3aib[m],3AIBTm,"Valine, leucine, and isoleucine metabolism",to;from
3aib[m],3aib[c],3AIBtmi,"Transport, mitochondrial",to
o2[m],h2o[m],3DPHBH1,Ubiquinone synthesis,to
o2[m],nad[m],3DPHBH1,Ubiquinone synthesis,to
o2[m],3dpdhb[m],3DPHBH1,Ubiquinone synthesis,to
h[m],h2o[m],3DPHBH1,Ubiquinone synthesis,to
h[m],nad[m],3DPHBH1,Ubiquinone synthesis,to
h[m],3dpdhb[m],3DPHBH1,Ubiquinone synthesis,to
nadh[m],h2o[m],3DPHBH1,Ubiquinone synthesis,to
nadh[m],nad[m],3DPHBH1,Ubiquinone synthesis,to
nadh[m],3dpdhb[m],3DPHBH1,Ubiquinone synthesis,to
3dphb[m],h2o[m],3DPHBH1,Ubiquinone synthesis,to
3dphb[m],nad[m],3DPHBH1,Ubiquinone synthesis,to
3dphb[m],3dpdhb[m],3DPHBH1,Ubiquinone synthesis,to
o2[m],h2o[m],3DPHBH2,Ubiquinone synthesis,to
o2[m],nadp[m],3DPHBH2,Ubiquinone synthesis,to
o2[m],3dpdhb[m],3DPHBH2,Ubiquinone synthesis,to
h[m],h2o[m],3DPHBH2,Ubiquinone synthesis,to
h[m],nadp[m],3DPHBH2,Ubiquinone synthesis,to
h[m],3dpdhb[m],3DPHBH2,Ubiquinone synthesis,to
nadph[m],h2o[m],3DPHBH2,Ubiquinone synthesis,to
nadph[m],nadp[m],3DPHBH2,Ubiquinone synthesis,to
nadph[m],3dpdhb[m],3DPHBH2,Ubiquinone synthesis,to
3dphb[m],h2o[m],3DPHBH2,Ubiquinone synthesis,to
3dphb[m],nadp[m],3DPHBH2,Ubiquinone synthesis,to
3dphb[m],3dpdhb[m],3DPHBH2,Ubiquinone synthesis,to
h[c],nadp[c],3DSPHR,Sphingolipid metabolism,to
h[c],sphgn[c],3DSPHR,Sphingolipid metabolism,to
nadph[c],nadp[c],3DSPHR,Sphingolipid metabolism,to
nadph[c],sphgn[c],3DSPHR,Sphingolipid metabolism,to
3dsphgn[c],nadp[c],3DSPHR,Sphingolipid metabolism,to
3dsphgn[c],sphgn[c],3DSPHR,Sphingolipid metabolism,to
o2[c],h[c],3HAO,Tryptophan metabolism,to
o2[c],cmusa[c],3HAO,Tryptophan metabolism,to
3hanthrn[c],h[c],3HAO,Tryptophan metabolism,to
3hanthrn[c],cmusa[c],3HAO,Tryptophan metabolism,to
h2o[m],3hbcoa_R[m],3HBCDm,Butanoate metabolism,to;from
b2coa[m],3hbcoa_R[m],3HBCDm,Butanoate metabolism,to;from
h2o[m],h[m],3HBCOAHLm,"Valine, leucine, and isoleucine metabolism",to
h2o[m],coa[m],3HBCOAHLm,"Valine, leucine, and isoleucine metabolism",to
h2o[m],3hmp[m],3HBCOAHLm,"Valine, leucine, and isoleucine metabolism",to
3hibutcoa[m],h[m],3HBCOAHLm,"Valine, leucine, and isoleucine metabolism",to
3hibutcoa[m],coa[m],3HBCOAHLm,"Valine, leucine, and isoleucine metabolism",to
3hibutcoa[m],3hmp[m],3HBCOAHLm,"Valine, leucine, and isoleucine metabolism",to
akg[c],glu_L[c],3HKYNAKGAT,Tryptophan metabolism,to
akg[c],42A3HP24DB[c],3HKYNAKGAT,Tryptophan metabolism,to
hLkynr[c],glu_L[c],3HKYNAKGAT,Tryptophan metabolism,to
hLkynr[c],42A3HP24DB[c],3HKYNAKGAT,Tryptophan metabolism,to
h[c],co2[c],3HLYTCL,Tyrosine metabolism,to
h[c],dopa[c],3HLYTCL,Tyrosine metabolism,to
34dhphe[c],co2[c],3HLYTCL,Tyrosine metabolism,to
34dhphe[c],dopa[c],3HLYTCL,Tyrosine metabolism,to
h2o[c],h[c],3M4HDXPAC,Tyrosine metabolism,to;from
h2o[c],nadh[c],3M4HDXPAC,Tyrosine metabolism,to;from
h2o[c],homoval[c],3M4HDXPAC,Tyrosine metabolism,to;from
nad[c],h[c],3M4HDXPAC,Tyrosine metabolism,to;from
nad[c],nadh[c],3M4HDXPAC,Tyrosine metabolism,to;from
nad[c],homoval[c],3M4HDXPAC,Tyrosine metabolism,to;from
3mox4hpac[c],h[c],3M4HDXPAC,Tyrosine metabolism,to;from
3mox4hpac[c],nadh[c],3M4HDXPAC,Tyrosine metabolism,to;from
3mox4hpac[c],homoval[c],3M4HDXPAC,Tyrosine metabolism,to;from
3mlda[c],3mlda[e],3MLDAt,"Transport, extracellular",to;from
h[c],h[m],3MOBt2im,"Transport, mitochondrial",to
h[c],3mob[m],3MOBt2im,"Transport, mitochondrial",to
3mob[c],h[m],3MOBt2im,"Transport, mitochondrial",to
3mob[c],3mob[m],3MOBt2im,"Transport, mitochondrial",to
h[c],h[m],3MOPt2im,"Transport, mitochondrial",to
h[c],3mop[m],3MOPt2im,"Transport, mitochondrial",to
3mop[c],h[m],3MOPt2im,"Transport, mitochondrial",to
3mop[c],3mop[m],3MOPt2im,"Transport, mitochondrial",to
h2o[c],h[c],3MOX4HOXPGALDOX,Tyrosine metabolism,to
h2o[c],nadh[c],3MOX4HOXPGALDOX,Tyrosine metabolism,to
h2o[c],3mox4hoxm[c],3MOX4HOXPGALDOX,Tyrosine metabolism,to
nad[c],h[c],3MOX4HOXPGALDOX,Tyrosine metabolism,to
nad[c],nadh[c],3MOX4HOXPGALDOX,Tyrosine metabolism,to
nad[c],3mox4hoxm[c],3MOX4HOXPGALDOX,Tyrosine metabolism,to
3m4hpga[c],h[c],3MOX4HOXPGALDOX,Tyrosine metabolism,to
3m4hpga[c],nadh[c],3MOX4HOXPGALDOX,Tyrosine metabolism,to
3m4hpga[c],3mox4hoxm[c],3MOX4HOXPGALDOX,Tyrosine metabolism,to
h2o[c],h[c],3MOX4HOXPGALDOX_NADP_,Tyrosine metabolism,to;from
h2o[c],nadph[c],3MOX4HOXPGALDOX_NADP_,Tyrosine metabolism,to;from
h2o[c],3mox4hoxm[c],3MOX4HOXPGALDOX_NADP_,Tyrosine metabolism,to;from
nadp[c],h[c],3MOX4HOXPGALDOX_NADP_,Tyrosine metabolism,to;from
nadp[c],nadph[c],3MOX4HOXPGALDOX_NADP_,Tyrosine metabolism,to;from
nadp[c],3mox4hoxm[c],3MOX4HOXPGALDOX_NADP_,Tyrosine metabolism,to;from
3m4hpga[c],h[c],3MOX4HOXPGALDOX_NADP_,Tyrosine metabolism,to;from
3m4hpga[c],nadph[c],3MOX4HOXPGALDOX_NADP_,Tyrosine metabolism,to;from
3m4hpga[c],3mox4hoxm[c],3MOX4HOXPGALDOX_NADP_,Tyrosine metabolism,to;from
h2o[c],h2o2[c],3MOXTYROX,Tyrosine metabolism,to
h2o[c],nh4[c],3MOXTYROX,Tyrosine metabolism,to
h2o[c],3mox4hpac[c],3MOXTYROX,Tyrosine metabolism,to
o2[c],h2o2[c],3MOXTYROX,Tyrosine metabolism,to
o2[c],nh4[c],3MOXTYROX,Tyrosine metabolism,to
o2[c],3mox4hpac[c],3MOXTYROX,Tyrosine metabolism,to
3moxtyr[c],h2o2[c],3MOXTYROX,Tyrosine metabolism,to
3moxtyr[c],nh4[c],3MOXTYROX,Tyrosine metabolism,to
3moxtyr[c],3mox4hpac[c],3MOXTYROX,Tyrosine metabolism,to
3sala[m],3sala[c],3SALAASPm,"Transport, mitochondrial",to;from
3sala[m],asp_L[m],3SALAASPm,"Transport, mitochondrial",to;from
asp_L[c],3sala[c],3SALAASPm,"Transport, mitochondrial",to;from
asp_L[c],asp_L[m],3SALAASPm,"Transport, mitochondrial",to;from
h[c],co2[c],3SALACBOXL,Taurine and hypotaurine metabolism,to
h[c],hyptaur[c],3SALACBOXL,Taurine and hypotaurine metabolism,to
3sala[c],co2[c],3SALACBOXL,Taurine and hypotaurine metabolism,to
3sala[c],hyptaur[c],3SALACBOXL,Taurine and hypotaurine metabolism,to
o2[c],Lcyst[c],3SALAOX,Taurine and hypotaurine metabolism,to
h[c],Lcyst[c],3SALAOX,Taurine and hypotaurine metabolism,to
3sala[c],Lcyst[c],3SALAOX,Taurine and hypotaurine metabolism,to
h[c],glu_L[c],3SALATAi,Methionine and cysteine metabolism,to
h[c],3snpyr[c],3SALATAi,Methionine and cysteine metabolism,to
akg[c],glu_L[c],3SALATAi,Methionine and cysteine metabolism,to
akg[c],3snpyr[c],3SALATAi,Methionine and cysteine metabolism,to
3sala[c],glu_L[c],3SALATAi,Methionine and cysteine metabolism,to
3sala[c],3snpyr[c],3SALATAi,Methionine and cysteine metabolism,to
h[m],glu_L[m],3SALATAim,Methionine and cysteine metabolism,to
h[m],3snpyr[m],3SALATAim,Methionine and cysteine metabolism,to
akg[m],glu_L[m],3SALATAim,Methionine and cysteine metabolism,to
akg[m],3snpyr[m],3SALATAim,Methionine and cysteine metabolism,to
3sala[m],glu_L[m],3SALATAim,Methionine and cysteine metabolism,to
3sala[m],3snpyr[m],3SALATAim,Methionine and cysteine metabolism,to
h2o[c],h[c],3SPYRSP,Methionine and cysteine metabolism,to
h2o[c],pyr[c],3SPYRSP,Methionine and cysteine metabolism,to
h2o[c],so3[c],3SPYRSP,Methionine and cysteine metabolism,to
3snpyr[c],h[c],3SPYRSP,Methionine and cysteine metabolism,to
3snpyr[c],pyr[c],3SPYRSP,Methionine and cysteine metabolism,to
3snpyr[c],so3[c],3SPYRSP,Methionine and cysteine metabolism,to
h2o[m],h[m],3SPYRSPm,Methionine and cysteine metabolism,to
h2o[m],pyr[m],3SPYRSPm,Methionine and cysteine metabolism,to
h2o[m],so3[m],3SPYRSPm,Methionine and cysteine metabolism,to
3snpyr[m],h[m],3SPYRSPm,Methionine and cysteine metabolism,to
3snpyr[m],pyr[m],3SPYRSPm,Methionine and cysteine metabolism,to
3snpyr[m],so3[m],3SPYRSPm,Methionine and cysteine metabolism,to
h2o[c],h2o2[c],41R1H2MAE12BOOX,Tyrosine metabolism,to
h2o[c],34dhmald[c],41R1H2MAE12BOOX,Tyrosine metabolism,to
h2o[c],mma[c],41R1H2MAE12BOOX,Tyrosine metabolism,to
o2[c],h2o2[c],41R1H2MAE12BOOX,Tyrosine metabolism,to
o2[c],34dhmald[c],41R1H2MAE12BOOX,Tyrosine metabolism,to
o2[c],mma[c],41R1H2MAE12BOOX,Tyrosine metabolism,to
adrnl[c],h2o2[c],41R1H2MAE12BOOX,Tyrosine metabolism,to
adrnl[c],34dhmald[c],41R1H2MAE12BOOX,Tyrosine metabolism,to
adrnl[c],mma[c],41R1H2MAE12BOOX,Tyrosine metabolism,to
